Title,Genre,Release Date,Release Year,Description,Duration,Critic Rating,Audience Rating,Consensus Text,URL,Type,netflix,max-us,fandango,vudu,disney-plus-us,paramount-plus-us,peacock,apple-tv-us,apple-tv-plus-us,hulu,amazon-prime-video-us
The Serpent Queen,Drama,"Next Ep Fri Aug 9,",N/A,The Serpent Queen: Season 2 Trailer - This Season On,N/A,100%,77%,N/A,https://www.rottentomatoes.com/tv/the_serpent_queen,TV Show,No,No,No,Yes,No,No,No,Yes,No,No,Yes
The Exorcism,Horror/,"Released Jun 21,",N/A,The Exorcism: Trailer 1,"1h 33m,",29%,35%,"Critics Consensus
        
The power of Crowe compels up to a point in this metatextual riff on the possession genre, but The Exorcism's greatest sin is ultimately falling back on clichés.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_exorcism_2024,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Civil War,Action/,"Released Apr 12,",N/A,"What to Watch: Civil War, Fallout, Movie Re-Releases, & More!","1h 49m,",70%,70%,"Critics Consensus
        
Tough and unsettling by design, Civil War is a gripping close-up look at the violent uncertainty of life in a nation in crisis.
Read Critics Reviews",https://www.rottentomatoes.com/m/civil_war_2024,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Spartacus,Drama/,"2010,",2010,"Torn from his homeland and separated from the woman he loves, Spartacus is forced into slavery and condemned to the bloody gladiator's arena in Rome. As he navigates the violent and brutal world he realizes that not all battles are fought in the arena, and that he must overcome treachery and temptation to survive. This retelling of the story of Spartacus is rife with blood, violence and sex, set to the sounds of jarring guitars, so it's definitely not for the younger crowd.",N/A,52%,70%,N/A,https://www.rottentomatoes.com/tv/spartacus,TV Show,No,No,No,Yes,No,No,No,Yes,No,No,No
Succession,Drama,"2018 - Present,",2018,Succession: Season 1 Featurette - The Locations of Succession,N/A,89%,55%,N/A,https://www.rottentomatoes.com/tv/succession,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Following Harry,Documentary,"Released Jul 26,",N/A,"""Following Harry"" is an intimate documentary film that follows 96-year-old civil rights icon Harry Belafonte as he continues his mission of social justice. The film explores Belafonte's work with young activists, his thoughts on the current state of race relations in America, and his vision for the future. This inspiring portrait of a cultural and civil rights icon weaves together moments of activism and personal reflection, showcasing the impact of Belafonte's legacy.","1h 35m,",,,N/A,https://www.rottentomatoes.com/m/following_harry,Movie,No,No,No,No,No,No,No,No,No,No,No
All the Light We Cannot See,History/,"2023,",2023,All the Light We Cannot See: Limited Series Trailer,N/A,27%,76%,N/A,https://www.rottentomatoes.com/tv/all_the_light_we_cannot_see,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Usha Parinayam,Comedy/,"Released Aug 2,",N/A,,"2h 24m,",,,N/A,https://www.rottentomatoes.com/m/usha_parinayam_2024,Movie,No,No,No,No,No,No,No,No,No,No,No
The Forgotten Battle,Drama,"Now Playing,",N/A,The Forgotten Battle: Trailer 1,"2h 4m,",67%,66%,N/A,https://www.rottentomatoes.com/m/the_forgotten_battle,Movie,Yes,No,Yes,No,No,No,No,Yes,No,No,No
Pieces of Her,Drama/,"2022 - Present,",2022,Pieces of Her: Season 1 Trailer,N/A,51%,100%,N/A,https://www.rottentomatoes.com/tv/pieces_of_her,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Fantastic Four,Action/,"Released Jul 8, 2005,",2005,Fantastic Four: Trailer 1,"1h 46m,",93%,82%,"Critics Consensus
        
Marred by goofy attempts at wit, subpar acting, and bland storytelling, Fantastic Four is a mediocre attempt to bring Marvel's oldest hero team to the big screen.
Read Critics Reviews",https://www.rottentomatoes.com/m/fantastic_four,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
When Evil Lurks,Horror,"Released Oct 6, 2023,",2023,When Evil Lurks: Trailer 2,"1h 39m,",69%,50%,"Critics Consensus
        
A hard-hitting horror film whose surface-level frights are just as engaging as its thematic concerns, When Evil Lurks marks a viscerally unsettling addition to the possession horror canon.
Read Critics Reviews",https://www.rottentomatoes.com/m/when_evil_lurks,Movie,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Rick and Morty,Action/,"2013 - Present,",2013,Rick and Morty: Season 4 Trailer - The Other Five,N/A,97%,50%,N/A,https://www.rottentomatoes.com/tv/rick_and_morty,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
Hundreds of Beavers,Comedy/,"Released Jan 26,",N/A,Hundreds of Beavers: Trailer 1,"1h 48m,",100%,100%,"Critics Consensus
        
Sustaining a zany premise with stylistic bravura and inspired gags, Hundreds of Beavers is a comedic gem that gives a dam.
Read Critics Reviews",https://www.rottentomatoes.com/m/hundreds_of_beavers,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Eric,Crime/,"2024,",2024,"What to Watch: Benedict Cumberbatch Thriller, SCARY Slasher Film, Robot Dreams, & More",N/A,72%,89%,N/A,https://www.rottentomatoes.com/tv/eric,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Prey,Action/,"2022,",2022,Best Movies of 2022,"1h 39m,",17%,24%,"Critics Consensus
        
The rare action thriller that spikes adrenaline without skimping on character development, Prey is a Predator prequel done right.
Read Critics Reviews",https://www.rottentomatoes.com/m/prey_2022,Movie,No,No,No,No,No,No,No,No,No,Yes,No
The Peanut Butter Falcon,Comedy/,"Released Aug 23, 2019,",2019,The Peanut Butter Falcon: Exclusive Interview,"1h 36m,",67%,73%,"Critics Consensus
        
A feelgood adventure brought to life by outstanding performances, The Peanut Butter Falcon finds rich modern resonance in classic American fiction.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_peanut_butter_falcon,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Dexter,Crime/,"2006 - 2013,",2006,Who is the Best Dexter Villain?,N/A,83%,86%,N/A,https://www.rottentomatoes.com/tv/dexter,TV Show,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Mayor of Kingstown,Crime/,"2021 - Present,",2021,Mayor of Kingstown: Season 3 Trailer,N/A,33%,91%,N/A,https://www.rottentomatoes.com/tv/mayor_of_kingstown,TV Show,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Dress My Tour,Reality/,"2024 - Present,",2024,"Following 11 aspiring fashion designers on the journey of creating fashion pieces worthy of the music world's biggest names; these designers compete to make their mark in the industry and to win the $100,000 prize.",N/A,,14%,N/A,https://www.rottentomatoes.com/tv/dress_my_tour,TV Show,No,No,No,No,No,No,No,No,No,Yes,No
Chernobyl,History/,"2019,",2019,"Brave men and women act heroically to mitigate catastrophic damage when the Chernobyl Nuclear Power Plant suffers a nuclear accident on April 26, 1986.",N/A,95%,70%,N/A,https://www.rottentomatoes.com/tv/chernobyl,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
The Greatest Showman,Musical/,"Released Dec 20, 2017,",2017,Fan Favorite Rotten Movies,"1h 45m,",64%,70%,"Critics Consensus
        
The Greatest Showman tries hard to dazzle the audience with a Barnum-style sense of wonder -- but at the expense of its complex subject's far more intriguing real-life story.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_greatest_showman_2017,Movie,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
The Green Glove Gang,Crime/,"2022 - Present,",2022,"After their latest heist goes wrong, three female burglars evade officials by hiding out in a nursing home, where they uncover a sinister secret.",N/A,80%,70%,N/A,https://www.rottentomatoes.com/tv/the_green_glove_gang,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Moving,Drama,"Now Playing,",N/A,"When her parents split and her father Kenichi moves out of their family home, Renko (Tomoko Tabata), a bright and energetic 6th grade girl, is left alone with her mother, Nazuna, in Kyoto. As Nazuna sets out new rules for their life together, Renko makes plans of her own, and sees to it that any changes happening in her family happen on her terms.","2h 4m,",,,N/A,https://www.rottentomatoes.com/m/moving_1993,Movie,No,No,No,No,No,No,No,No,No,No,No
Boneyard,Mystery & Thriller/,"Released Jul 5,",N/A,Boneyard: Trailer 1,"1h 37m,",38%,41%,N/A,https://www.rottentomatoes.com/m/boneyard_2024,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
The Dead Don't Hurt,Western/,"Released May 31,",N/A,The Dead Don't Hurt: Trailer 1,"2h 9m,",0%,23%,"Critics Consensus
        
A solid step forward for Viggo Mortensen as a director, The Dead Don't Hurt offers viewers a comfortably old-fashioned Western with a satisfying, character-driven story.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_dead_dont_hurt,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Signs,Mystery & Thriller/,"Released Aug 2, 2002,",2002,Signs: Trailer 1,"1h 46m,",37%,45%,"Critics Consensus
        
With Signs, Shyamalan proves once again an expert at building suspense and giving audiences the chills.
Read Critics Reviews",https://www.rottentomatoes.com/m/signs,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Keeping Faith,Drama/,"2018 - Present,",2018,Faith Howells is drawn into a mystery when her husband and business partner disappears.,N/A,100%,87%,N/A,https://www.rottentomatoes.com/tv/keeping_faith,TV Show,No,No,No,No,No,No,No,Yes,No,No,Yes
Hotel Portofino,Drama/,"2022 - Present,",2022,"In 1920s Italy, a mystery unfolds as Bella Ainsworth runs a quintessentially British hotel.",N/A,74%,90%,N/A,https://www.rottentomatoes.com/tv/hotel_portofino,TV Show,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Humane,Sci-Fi/,"Released Apr 26,",N/A,Humane: Trailer 1,"1h 33m,",75%,40%,"Critics Consensus
        
Humane's twisted psychological thrills are diverting enough in the moment to distract from its occasionally awkward attempts to balance sociopolitical commentary against high-concept horror.
Read Critics Reviews",https://www.rottentomatoes.com/m/humane,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Hijack,Drama/,"2023 - Present,",2023,Hijack: Season 1 Featurette - Inside Look,N/A,88%,27%,N/A,https://www.rottentomatoes.com/tv/hijack,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
Mindhunter,Crime/,"2017 - 2019,",2017,Mindhunter: Season 2 Trailer,N/A,96%,99%,N/A,https://www.rottentomatoes.com/tv/mindhunter,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Logan,Action/,"Released Mar 3, 2017,",2017,Logan: Blu-Ray Trailer 1,"2h 17m,",25%,30%,"Critics Consensus
        
Hugh Jackman makes the most of his final outing as Wolverine with a gritty, nuanced performance in a violent but surprisingly thoughtful superhero action film that defies genre conventions.
Read Critics Reviews",https://www.rottentomatoes.com/m/logan_2017,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Secret Invasion,Action/,"2023 - Present,",2023,Secret Invasion: Season 1 Episode 3 Exclusive Sneak Peek - Edge of Extinction,N/A,52%,81%,N/A,https://www.rottentomatoes.com/tv/secret_invasion,TV Show,No,No,No,No,Yes,No,No,No,No,No,No
Shining Girls,Crime/,"2022 - Present,",2022,Shining Girls: Season 1 First Look,N/A,84%,92%,N/A,https://www.rottentomatoes.com/tv/shining_girls,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
Hillbilly Elegy,Drama,"Released Nov 11, 2020,",2020,Hillbilly Elegy: Trailer 1,"1h 56m,",83%,76%,"Critics Consensus
        
With the form of an awards-season hopeful but the soul of a bland melodrama, Hillbilly Elegy strands some very fine actors in the not-so-deep South.
Read Critics Reviews",https://www.rottentomatoes.com/m/hillbilly_elegy,Movie,Yes,No,No,No,No,No,No,No,No,No,No
Sausage Party: Foodtopia,Entertainment/,"2024 - Present,",2024,Sausage Party: Foodtopia: Season 1 Trailer,N/A,50%,47%,N/A,https://www.rottentomatoes.com/tv/sausage_party_foodtopia,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
That '90s Show,Comedy,"2023 - Present,",2023,That '90s Show: Season 2 Teaser,N/A,75%,92%,N/A,https://www.rottentomatoes.com/tv/that_90s_show,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Grown Ups,Comedy,"Released Jun 25, 2010,",2010,Grown Ups: Trailer 2,"1h 42m,",43%,50%,"Critics Consensus
        
Grown Ups' cast of comedy vets is amiable, but they're let down by flat direction and the scattershot, lowbrow humor of a stunted script.
Read Critics Reviews",https://www.rottentomatoes.com/m/grown_ups,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
The Adam Project,Sci-Fi/,"2022,",2022,The Adam Project: Trailer 1,"1h 46m,",80%,94%,"Critics Consensus
        
You've seen Ryan Reynolds do this sort of thing before, but The Adam Project offers slickly entertaining -- and occasionally even moving -- sci-fi action.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_adam_project,Movie,Yes,No,No,No,No,No,No,No,No,No,No
Seven Samurai,Action,"Released Nov 19, 1956,",1956,Seven Samurai: 4K Restoration Trailer - 70th Anniversary,"3h 28m,",100%,97%,"Critics Consensus
        
Arguably Akira Kurosawa's masterpiece, The Seven Samurai is an epic adventure classic with an engrossing story, memorable characters, and stunning action sequences that make it one of the most influential films ever made.
Read Critics Reviews",https://www.rottentomatoes.com/m/seven_samurai_1956,Movie,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
Queen Cleopatra,Documentary/,"2023 - Present,",2023,Queen Cleopatra: Season 1 Trailer,N/A,18%,79%,N/A,https://www.rottentomatoes.com/tv/queen_cleopatra,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Master of the House,Entertainment/,"2024 - Present,",2024,"A family enters a power struggle following the death of their patriarch, who leaves behind his diamond empire and the housekeeper he recently married.",N/A,,54%,N/A,https://www.rottentomatoes.com/tv/master_of_the_house,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
The Great,History/,"2020 - 2023,",2020,The Great: Season 3 Trailer,N/A,89%,84%,N/A,https://www.rottentomatoes.com/tv/the_great,TV Show,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Mirzapur,Crime/,"2018 - Present,",2018,The journey of two brothers lured by the idea of power only to get consumed by it.,N/A,22%,78%,N/A,https://www.rottentomatoes.com/tv/mirzapur,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
Those About to Die,Action/,"2024 - Present,",2024,Those About to Die: Season 1 Comic-Con Featurette - Recreating The Roman Empire Behind the Scenes,N/A,49%,78%,N/A,https://www.rottentomatoes.com/tv/those_about_to_die,TV Show,No,No,No,No,No,No,Yes,No,No,No,No
White Chicks,Comedy,"Released Jun 23, 2004,",2004,"Two FBI agent brothers, Marcus (Marlon Wayans) and Kevin Copeland (Shawn Wayans), accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites (Anne Dudek, Rochelle Aytes) to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.","1h 48m,",12%,55%,"Critics Consensus
        
Scattershot comedy that's silly and obvious.
Read Critics Reviews",https://www.rottentomatoes.com/m/white_chicks,Movie,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Iron Man 3,Action/,"Released May 3, 2013,",2013,Rotten Tomatoes is Wrong About... Iron Man 3,"2h 10m,",72%,71%,"Critics Consensus
        
With the help of its charismatic lead, some impressive action sequences, and even a few surprises, Iron Man 3 is a witty, entertaining adventure and a strong addition to the Marvel canon.
Read Critics Reviews",https://www.rottentomatoes.com/m/iron_man_3,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
The Accountant,Mystery & Thriller/,"Released Oct 14, 2016,",2016,The Accountant: Trailer 2,"2h 8m,",55%,41%,"Critics Consensus
        
The Accountant writes off a committed performance from Ben Affleck, leaving viewers with a scattershot action thriller beset by an array of ill-advised deductions.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_accountant_2016,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Playground,Reality,"2024 - Present,",2024,Playground LA is the premier studio for pro dancers to be discovered and book their big break; classes taught by highly sought choreographers and auditions held by top music artists attract the most ambitious dancers in the world.,N/A,,,N/A,https://www.rottentomatoes.com/tv/playground_2024,TV Show,No,No,No,No,No,No,No,No,No,Yes,No
The West Coast Hustle,Documentary/,"Next Ep Thu Aug 8,",N/A,"MTV's very own, Chanel West Coast, juggles her evolving music career, her relationship with boyfriend, Dom, her close group of friends all with her new favorite full-time stint: motherhood; inspired and motivated Chanel is determined to have it all.",N/A,,47%,N/A,https://www.rottentomatoes.com/tv/the_west_coast_hustle,TV Show,No,No,No,No,No,No,No,Yes,No,No,Yes
Terminator Zero,Action/,"Premieres Thu Aug 29,",N/A,Terminator Zero: Season 1 Trailer,N/A,,,N/A,https://www.rottentomatoes.com/tv/terminator_zero,TV Show,No,No,No,No,No,No,No,No,No,No,No
Deadpool,Action/,"Released Feb 12, 2016,",2016,X-Men Movies Ranked,"1h 48m,",84%,86%,"Critics Consensus
        
Fast, funny, and gleefully profane, the fourth-wall-busting Deadpool subverts superhero film formula with wildly entertaining -- and decidedly non-family-friendly -- results.
Read Critics Reviews",https://www.rottentomatoes.com/m/deadpool,Movie,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes
