Title,Genre,Release Date,Release Year,Description,Duration,Critic Rating,Audience Rating,Consensus Text,URL,Type,netflix,max-us,fandango,vudu,disney-plus-us,paramount-plus-us,peacock,apple-tv-us,apple-tv-plus-us,hulu,amazon-prime-video-us
Successor,Comedy,"Now Playing,",N/A,"Poor dad, hardworking mom, dilapidated yard, broken son. How did the Ma family fall behind on the road to prosperity in Slinky Town? Ma Chenggang and Chunlan, who ""have no oil in the soup and no money in their pockets,"" ride their donkey to work, living in poverty. Their son, Ma Jiye, is their only hope of turning their fate around. Ma Jiye is very promising, excelling academically every year, tough and determined. But as Ma Jiye grows up, he gradually perceives that the people around him are becoming more and more strange....","2h 13m,",,91%,N/A,https://www.rottentomatoes.com/m/successor,Movie,No,No,No,No,No,No,No,No,No,No,No
The Gentlemen,Crime/,"Released Jan 24, 2020,",2020,The Gentlemen: Name the Review,"1h 53m,",71%,54%,"Critics Consensus
        
It may not win writer-director Guy Ritchie many new converts, but for those already attuned to the filmmaker's brash wavelength, The Gentlemen stands tall.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_gentlemen,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
The Lost Daughter,Drama,"Released Dec 31, 2021,",2021,The Lost Daughter: Trailer 1,"2h 2m,",40%,67%,"Critics Consensus
        
A strikingly assured debut for writer-director Maggie Gyllenhaal, The Lost Daughter unites a brilliant cast in service of a daringly ambitious story.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_lost_daughter,Movie,Yes,No,No,No,No,No,No,No,No,No,No
Season 1 – Star Wars: The Acolyte,Action/,"2024,",2024,"What to Watch: The Acolyte, Bad Boys, Glen Powell Movie, & More",N/A,86%,64%,"Critics Consensus
        
Taking fresh risks with Star Wars lore while having infectious fun playing with the stylistic trappings of a galaxy far, far away, The Acolyte is a Padawan series with the potential to become a Master.
Read Critics Reviews",https://www.rottentomatoes.com/tv/star_wars_the_acolyte/s01,TV Show,No,No,No,No,Yes,No,No,No,No,No,No
Avengers: Age of Ultron,Action/,"Released May 1, 2015,",2015,Most Surprising Movie Cameos,"2h 21m,",91%,91%,"Critics Consensus
        
Exuberant and eye-popping, Avengers: Age of Ultron serves as an overstuffed but mostly satisfying sequel, reuniting its predecessor's unwieldy cast with a few new additions and a worthy foe.
Read Critics Reviews",https://www.rottentomatoes.com/m/avengers_age_of_ultron,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
The Wheel of Time,Fantasy/,"2021 - Present,",2021,The Wheel of Time: Season 2 Exclusive Sneak Peek - I Remember You,N/A,81%,95%,N/A,https://www.rottentomatoes.com/tv/the_wheel_of_time,TV Show,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Condor,Drama/,"2019 - Present,",2019,Condor: Season 2 Trailer,N/A,87%,69%,N/A,https://www.rottentomatoes.com/tv/condor,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
Penny Dreadful,Horror/,"2014 - 2016,",2014,"Many people are familiar with classic literary characters like Dr. Frankenstein and Dorian Gray. ""Penny Dreadful"" brings those and other characters into a new light by exploring their origin stories in this psychological thriller that takes place in the dark corners of Victorian London. Sir Malcolm is an explorer who has lost his daughter to the city's creatures, and he will do whatever is needed to get her back and to right past wrongs. His accomplice, seductive clairvoyant Vanessa Ives, recruits charming American Ethan Chandler to help locate Sir Malcolm's daughter and slay some monsters. Oscar-winner Sam Mendes (""American Beauty"") is one of the series' executive producers.",N/A,81%,85%,N/A,https://www.rottentomatoes.com/tv/penny-dreadful,TV Show,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Zero Dark Thirty,Drama/,"Released Jan 11, 2013,",2013,Zero Dark Thirty: Teaser Trailer,"2h 37m,",93%,83%,"Critics Consensus
        
Gripping, suspenseful, and brilliantly crafted, Zero Dark Thirty dramatizes the hunt for Osama bin Laden with intelligence and an eye for detail.
Read Critics Reviews",https://www.rottentomatoes.com/m/zero_dark_thirty,Movie,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No
No Hard Feelings,Romance/,"Released Jun 23, 2023,",2023,Movieclips: Sony's Best Movies of 2023,"1h 43m,",69%,60%,"Critics Consensus
        
This raunchy comedy often plays it disappointingly safe, but Jennifer Lawrence's comedic and dramatic chops ensure that the end result prompts No Hard Feelings.
Read Critics Reviews",https://www.rottentomatoes.com/m/no_hard_feelings_2023,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
The Stand,Horror/,"2020 - Present,",2020,The Stand: Season 1 Episode 3 Trailer,N/A,57%,94%,N/A,https://www.rottentomatoes.com/tv/the_stand_2020,TV Show,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
A Quiet Place: Day One,Horror/,"Released Jun 28,",N/A,"What to Watch: The Bear, A Quiet Place, Zac Efron and Nicole Kidman Affair Movie, & More","1h 40m,",91%,92%,"Critics Consensus
        
Grounded in raw humanity by Lupita Nyong'o and Joseph Quinn, this sideways entry into A Quiet Place finds fresh notes of fright to play amid the silence.
Read Critics Reviews",https://www.rottentomatoes.com/m/a_quiet_place_day_one,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Savage Beauty,Drama,"2022 - Present,",2022,Savage Beauty: Season 2 Trailer,N/A,100%,91%,N/A,https://www.rottentomatoes.com/tv/savage_beauty,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Beacon 23,Mystery & Thriller/,"2023 - Present,",2023,Beacon 23: Season 2 Teaser,N/A,55%,85%,N/A,https://www.rottentomatoes.com/tv/beacon_23,TV Show,No,No,No,No,No,No,No,No,No,No,No
Mary & George,History/,"2024 - Present,",2024,Mary & George: Limited Series Trailer,N/A,96%,77%,N/A,https://www.rottentomatoes.com/tv/mary_and_george,TV Show,No,No,No,No,No,No,No,No,No,No,No
The Family Man,Drama/,"2019 - Present,",2019,Srikant Tiwari is a middle-class man who also serves as a world-class spy; he tries to balance his familial responsibilities with those at the highly secretive special cell of the National Intelligence Agency.,N/A,100%,90%,N/A,https://www.rottentomatoes.com/tv/the_family_man,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
Tenet,Action/,"Released Sep 3, 2020,",2020,Tenet: Re-Release Trailer,"2h 30m,",87%,91%,"Critics Consensus
        
A visually dazzling puzzle for film lovers to unlock, Tenet serves up all the cerebral spectacle audiences expect from a Christopher Nolan production.
Read Critics Reviews",https://www.rottentomatoes.com/m/tenet,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
The Jetty,Drama/,"2024 - Present,",2024,"Detective Ember Manning must figure out the connection between a fire at a holiday home, a podcast journalist investigating a missing person's cold case, and an illicit love triangle between a man in his 20s and two underage girls.",N/A,62%,32%,N/A,https://www.rottentomatoes.com/tv/the_jetty,TV Show,No,No,No,No,No,No,No,No,No,No,No
The Cabin in the Woods,Horror/,"Released Apr 13, 2012,",2012,"When five college friends (Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz, Jesse Williams) arrive at a remote forest cabin for a little vacation, little do they expect the horrors that await them. One by one, the youths fall victim to backwoods zombies, but there is another factor at play. Two scientists (Richard Jenkins, Bradley Whitford) are manipulating the ghoulish goings-on, but even as the body count rises, there is yet more at work than meets the eye.","1h 35m,",80%,60%,"Critics Consensus
        
The Cabin in the Woods is an astonishing meta-feat, capable of being funny, strange, and scary -- frequently all at the same time.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_cabin_in_the_woods,Movie,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
Upgrade,Sci-Fi/,"Released Jun 1, 2018,",2018,Upgrade: Trailer 2,"1h 35m,",69%,49%,"Critics Consensus
        
Like its augmented protagonist, Upgrade's old-fashioned innards get a high-tech boost -- one made even more powerful thanks to sharp humor and a solidly well-told story.
Read Critics Reviews",https://www.rottentomatoes.com/m/upgrade_2018,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Four Souls of Coyote,Kids & Family/,"Now Playing,",N/A,Four Souls of Coyote: Trailer 1,"1h 45m,",,80%,N/A,https://www.rottentomatoes.com/m/four_souls_of_coyote,Movie,No,No,No,No,No,No,No,No,No,No,No
Tuesday,Sci-Fi/,"Released Jun 14,",N/A,Tuesday: Trailer 1,"1h 50m,",79%,50%,"Critics Consensus
        
A meditation on mortality full of risky stylistic gambits, Tuesday achieves real grace thanks to Julia Louis-Dreyfus' committed performance and director Daina Oniunas-Pusic's impressive ambition.
Read Critics Reviews",https://www.rottentomatoes.com/m/tuesday_2023,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Season 1 – Presumed Innocent,Crime/,"2024,",2024,Presumed Innocent: Limited Series Featurette - An Inside Look,N/A,90%,62%,"Critics Consensus
        
Enlivened by an outstanding ensemble, Presumed Innocent isn't guilty of upstaging the original movie but acquits itself well as an entertaining courtroom drama.
Read Critics Reviews",https://www.rottentomatoes.com/tv/presumed_innocent/s01,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
The Fall of the House of Usher,Drama/,"2023 - Present,",2023,The Fall of the House of Usher: Limited Series Teaser - She's Coming,N/A,90%,91%,N/A,https://www.rottentomatoes.com/tv/the_fall_of_the_house_of_usher,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
X,Horror/,"Released Mar 18, 2022,",2022,X: Trailer 1,"1h 45m,",47%,19%,"Critics Consensus
        
A fresh spin on the classic slasher formula, X marks the spot where Ti West gets resoundingly back to his horror roots.
Read Critics Reviews",https://www.rottentomatoes.com/m/x_2022,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Oppenheimer,Biography/,"Released Jul 21, 2023,",2023,Asking Strangers Who They Think Will Win an Oscar | On The Street,"3h 0m,",57%,79%,"Critics Consensus
        
Oppenheimer marks another engrossing achievement from Christopher Nolan that benefits from Murphy's tour-de-force performance and stunning visuals.
Read Critics Reviews",https://www.rottentomatoes.com/m/oppenheimer_2023,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Interstellar,Sci-Fi/,"Released Nov 7, 2014,",2014,Best Movies of the Decade,"2h 45m,",29%,30%,"Critics Consensus
        
Interstellar represents more of the thrilling, thought-provoking, and visually resplendent filmmaking moviegoers have come to expect from writer-director Christopher Nolan, even if its intellectual reach somewhat exceeds its grasp.
Read Critics Reviews",https://www.rottentomatoes.com/m/interstellar_2014,Movie,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Rebel Moon: Part Two - The Scargiver,Sci-Fi/,"Released Apr 19,",N/A,Rebel Moon: Part 2 - The Scargiver: Trailer 1,"2h 3m,",22%,56%,"Critics Consensus
        
Less a course correction than a compounding of everything that tangled up its predecessor, The Scargiver is an uninvolving space opera full of flat notes.
Read Critics Reviews",https://www.rottentomatoes.com/m/rebel_moon_part_two_the_scargiver,Movie,Yes,No,No,No,No,No,No,No,No,No,No
Puss in Boots: The Last Wish,Kids & Family/,"Released Dec 21, 2022,",2022,Movieclips: Puss in Boots' Best Scenes,"1h 42m,",46%,89%,"Critics Consensus
        
Arriving more than a decade after the previous installment, the smart, sweet, and funny Puss in Boots: The Last Wish proves some franchises only get better with age.
Read Critics Reviews",https://www.rottentomatoes.com/m/puss_in_boots_the_last_wish,Movie,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
Under the Bridge,Biography/,"2024,",2024,Under the Bridge: Limited Series Teaser 2,N/A,85%,82%,N/A,https://www.rottentomatoes.com/tv/under_the_bridge_2024,TV Show,No,No,No,No,No,No,No,No,No,Yes,No
Batman: The Animated Series,Kids & Family/,"1992 - 1995,",1992,"Gotham City's Caped Crusader, Bruce Wayne, is sometimes moody; Robin's alter ego, Dick Grayson is mature.",N/A,100%,83%,N/A,https://www.rottentomatoes.com/tv/batman_the_animated_series,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Immaculate,Horror,"Released Mar 22,",N/A,Immaculate: Trailer - Holy Hell,"1h 29m,",79%,75%,"Critics Consensus
        
Immaculate in conception if not always in execution, this religiously themed horror outing is saved by a divine performance from Sydney Sweeney.
Read Critics Reviews",https://www.rottentomatoes.com/m/immaculate_2024,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Outlander,Drama,"2014 - Present,",2014,Outlander: Season 4 Teaser,N/A,92%,89%,N/A,https://www.rottentomatoes.com/tv/outlander,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
We Are Lady Parts,Music/,"2021 - Present,",2021,We Are Lady Parts: Season 2 Trailer,N/A,100%,85%,N/A,https://www.rottentomatoes.com/tv/we_are_lady_parts,TV Show,No,No,No,Yes,No,No,Yes,No,No,No,Yes
Fargo,Crime/,"2014 - Present,",2014,"Fargo: Season 5 Featurette - Assembling the Cast: Juno Temple, Jon Hamm",N/A,97%,94%,N/A,https://www.rottentomatoes.com/tv/fargo,TV Show,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes
Let the Right One In,Horror,"Released Oct 24, 2008,",2008,"When Oskar (Kåre Hedebrant), a sensitive, bullied 12-year-old boy living with his mother in suburban Sweden, meets his new neighbor, the mysterious and moody Eli (Lina Leandersson), they strike up a friendship. Initially reserved with each other, Oskar and Eli slowly form a close bond, but it soon becomes apparent that she is no ordinary young girl. Eventually, Eli shares her dark, macabre secret with Oskar, revealing her connection to a string of bloody local murders.","1h 54m,",88%,76%,"Critics Consensus
        
Let the Right One In reinvigorates the seemingly tired vampire genre by effectively mixing scares with intelligent storytelling.
Read Critics Reviews",https://www.rottentomatoes.com/m/let_the_right_one_in,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Clickbait,Drama/,"2021 - Present,",2021,Clickbait: Limited Series Teaser,N/A,59%,78%,N/A,https://www.rottentomatoes.com/tv/clickbait,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Green Border,Drama,"Now Playing,",N/A,Green Border: Trailer 1,"2h 27m,",93%,77%,"Critics Consensus
        
With unyielding clarity, Green Border renders a compassionate portrait of the unmerciful landscape that flanks the Polish-Belarusian border.
Read Critics Reviews",https://www.rottentomatoes.com/m/green_border,Movie,No,No,No,No,No,No,No,No,No,No,No
Prison Break,Drama/,"2005 - 2017,",2005,"Michael Scofield is a desperate man in a desperate situation. His brother, Lincoln Burrows, was convicted of a crime he didn't commit and put on Death Row. Michael holds up a bank to get himself incarcerated alongside his brother in Fox River State Penitentiary, then sets in motion a series of elaborate plans to break Lincoln out and prove his innocence. Once out of jail, their perils aren't over -- the brothers must flee to escape recapture and battle an intricate political conspiracy that puts everyone's life at risk.",N/A,78%,100%,N/A,https://www.rottentomatoes.com/tv/prison_break,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Captain Marvel,Action/,"Released Mar 8, 2019,",2019,Captain Marvel: Behind the Scenes - We Need You,"2h 4m,",76%,82%,"Critics Consensus
        
Packed with action, humor, and visual thrills, Captain Marvel introduces the MCU's latest hero with an origin story that makes effective use of the franchise's signature formula.
Read Critics Reviews",https://www.rottentomatoes.com/m/captain_marvel,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
The Man From U.N.C.L.E.,Action/,"Released Aug 14, 2015,",2015,The Man from U.N.C.L.E.: Comic-Con Trailer,"1h 56m,",21%,50%,"Critics Consensus
        
The Man from U.N.C.L.E. tries to distract from an unremarkable story with charismatic stars and fizzy set pieces, adding up to an uneven action thriller with just enough style to overcome its lack of substance.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_man_from_uncle,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
The Good Half,Comedy/,"Now Playing,",N/A,The Good Half: Trailer 1,"1h 40m,",80%,89%,N/A,https://www.rottentomatoes.com/m/the_good_half,Movie,No,No,No,No,No,No,No,No,No,No,No
Thor,Action/,"Released May 6, 2011,",2011,Most Surprising Movie Cameos,"1h 53m,",67%,75%,"Critics Consensus
        
A dazzling blockbuster that tempers its sweeping scope with wit, humor, and human drama, Thor is mighty Marvel entertainment.
Read Critics Reviews",https://www.rottentomatoes.com/m/thor,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Thor: The Dark World,Action/,"Released Nov 8, 2013,",2013,Rotten Tomatoes is Wrong About... Thor: The Dark World,"1h 51m,",77%,76%,"Critics Consensus
        
It may not be the finest film to come from the Marvel Universe, but Thor: The Dark World still offers plenty of the humor and high-stakes action that fans have come to expect.
Read Critics Reviews",https://www.rottentomatoes.com/m/thor_the_dark_world,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Everything Everywhere All at Once,Comedy/,"In Theaters Wed Aug 28,",N/A,The Best Michelle Yeoh Movies Ever,"2h 12m,",70%,62%,"Critics Consensus
        
Led by an outstanding Michelle Yeoh, Everything Everywhere All at Once lives up to its title with an expertly calibrated assault on the senses.
Read Critics Reviews",https://www.rottentomatoes.com/m/everything_everywhere_all_at_once,Movie,No,No,No,No,No,No,No,No,No,No,No
The Sopranos,Crime/,"1999 - 2007,",1999,Rotten Tomatoes is Wrong About... The Sopranos,N/A,98%,95%,N/A,https://www.rottentomatoes.com/tv/the_sopranos,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
The Sixth Sense,Mystery & Thriller,"Released Aug 6, 1999,",1999,The Best M. Night Shyamalan Film,"1h 47m,",70%,77%,"Critics Consensus
        
M Night Shayamalan's The Sixth Sense is a twisty ghost story with all the style of a classical Hollywood picture, but all the chills of a modern horror flick.
Read Critics Reviews",https://www.rottentomatoes.com/m/sixth_sense,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
The Little Things,Mystery & Thriller/,"Released Jan 29, 2021,",2021,The Little Things: Trailer 1,"2h 7m,",8%,20%,"Critics Consensus
        
An exceptionally well-cast throwback thriller, The Little Things will feel deeply familiar to genre fans -- for better and for worse.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_little_things_2021,Movie,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes
A Man in Full,Drama,"2024 - Present,",2024,A Man in Full: Limited Series Trailer,N/A,50%,84%,N/A,https://www.rottentomatoes.com/tv/a_man_in_full,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Warrior,Action/,"2019 - 2023,",2019,Warrior: Season 2 Episode 2 Trailer,N/A,79%,92%,N/A,https://www.rottentomatoes.com/tv/warrior_2019,TV Show,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes
The Creator,Sci-Fi/,"Released Sep 29, 2023,",2023,The Creator: Featurette - Hans Zimmer,"2h 13m,",76%,91%,"Critics Consensus
        
Visually stunning and packed with spectacular set pieces, The Creator serves up timely, well-acted sci-fi that satisfies in the moment even if it lacks substance.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_creator_2023,Movie,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Spirited Away,Fantasy/,"Released Sep 20, 2002,",2002,Spirited Away: Trailer 1,"2h 5m,",98%,96%,"Critics Consensus
        
Spirited Away is a dazzling, enchanting, and gorgeously drawn fairy tale that will leave viewers a little more curious and fascinated by the world around them.
Read Critics Reviews",https://www.rottentomatoes.com/m/spirited_away,Movie,No,Yes,No,Yes,No,No,No,No,No,No,Yes
Coherence,Sci-Fi/,"2013,",2013,Eight friends at a dinner party experience a troubling chain of events due to the malevolent influence of a passing comet.,"1h 29m,",31%,34%,"Critics Consensus
        
A case study in less-is-more filmmaking, Coherence serves as a compelling low-budget calling card for debuting writer-director James Ward Byrkit.
Read Critics Reviews",https://www.rottentomatoes.com/m/coherence_2013,Movie,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
Horizon: An American Saga - Chapter 1,Western/,"Released Jun 28,",N/A,Horizon: An American Saga - Chapter 1: Trailer - Get Tickets Now,"3h 1m,",70%,76%,"Critics Consensus
        
Kevin Costner doesn't lack for ambition as he sketches this frontier saga across the widest of canvases, but Horizon's first chapter proves too diffuse in scope for it to satisfy as a self-contained endeavor.
Read Critics Reviews",https://www.rottentomatoes.com/m/horizon_an_american_saga_chapter_1,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Deadpool 2,Action/,"Released May 18, 2018,",2018,X-Men Movies Ranked,"2h 0m,",85%,90%,"Critics Consensus
        
Though it threatens to buckle under the weight of its meta gags, Deadpool 2 is a gory, gleeful lampoon of the superhero genre buoyed by Ryan Reynolds' undeniable charm.
Read Critics Reviews",https://www.rottentomatoes.com/m/deadpool_2,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
True Detective,Crime/,"2014 - Present,",2014,The ‘True Detective’ Cast on Becoming Their Characters and Script Secrets,N/A,92%,82%,N/A,https://www.rottentomatoes.com/tv/true_detective,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Aliens,Sci-Fi/,"Released Jul 18, 1986,",1986,Aliens: Trailer 1,"2h 17m,",47%,46%,"Critics Consensus
        
While Alien was a marvel of slow-building, atmospheric tension, Aliens packs a much more visceral punch, and features a typically strong performance from Sigourney Weaver.
Read Critics Reviews",https://www.rottentomatoes.com/m/1000617-aliens,Movie,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
Green Lantern,Action/,"Released Jun 17, 2011,",2011,Rotten Tomatoes Is Wrong About...Green Lantern,"1h 54m,",93%,84%,"Critics Consensus
        
Noisy, overproduced, and thinly written, Green Lantern squanders an impressive budget and decades of comics mythology.
Read Critics Reviews",https://www.rottentomatoes.com/m/green_lantern,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Alone,Reality/,"Next Ep Thu Aug 8,",N/A,Alone: Season 1 Trailer,N/A,93%,88%,N/A,https://www.rottentomatoes.com/tv/alone,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Constellation,Drama/,"2024 - Present,",2024,Constellation: Season 1 Trailer,N/A,71%,49%,N/A,https://www.rottentomatoes.com/tv/constellation,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
Dark Feathers: Dance of the Geisha,Drama/,"Now Playing,",N/A,Dark Feathers: Dance of the Geisha: Trailer 1,"1h 33m,",,83%,N/A,https://www.rottentomatoes.com/m/dark_feathers_dance_of_the_geisha,Movie,No,No,No,No,No,No,No,No,No,No,No
Deadpool & Wolverine,Action/,"Now Playing,",N/A,Deadpool & Wolverine: Featurette - Score,"2h 8m,",56%,60%,"Critics Consensus
        
Ryan Reynolds makes himself at home in the MCU with acerbic wit while Hugh Jackman provides an Adamantium backbone to proceedings in Deadpool & Wolverine, an irreverent romp with a surprising soft spot for a bygone era of superhero movies.
Read Critics Reviews",https://www.rottentomatoes.com/m/deadpool_and_wolverine,Movie,No,No,No,No,No,No,No,No,No,No,No
Stay Close,Crime/,"2021 - Present,",2021,Stay Close: Limited Series Trailer,N/A,92%,34%,N/A,https://www.rottentomatoes.com/tv/stay_close,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Unstable,Comedy/,"2023 - Present,",2023,Unstable: Season 1 Teaser - Rob Lowe & John Owen Lowe Play Father & Son,N/A,67%,44%,N/A,https://www.rottentomatoes.com/tv/unstable,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
The New Mutants,Fantasy/,"Released Aug 28, 2020,",2020,X-Men Movies Ranked,"1h 34m,",62%,23%,"Critics Consensus
        
Rendering a list of potentially explosive ingredients mostly inert, The New Mutants is a franchise spinoff that's less than the sum of its super-powered parts.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_new_mutants,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
A Family Affair,Romance/,"Released Jun 28,",N/A,A Family Affair: Trailer 1,"1h 51m,",15%,30%,"Critics Consensus
        
Despite Zac Efron and Nicole Kidman's welcome return to rom-com territory, A Family Affair squabbles with its own tonality too much to elevate its litany of clichés.
Read Critics Reviews",https://www.rottentomatoes.com/m/a_family_affair_2024_2,Movie,Yes,No,No,No,No,No,No,No,No,No,No
The Sympathizer,Drama/,"2024 - Present,",2024,The Sympathizer: Limited Series Trailer,N/A,89%,77%,N/A,https://www.rottentomatoes.com/tv/the_sympathizer,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Five Nights at Freddy's,Horror/,"Released Oct 27, 2023,",2023,Five Nights at Freddy's: The Story of Five Nights at Freddy's,"1h 50m,",3%,19%,"Critics Consensus
        
Loaded with Easter eggs, Five Nights at Freddy's may be fun to watch for fans of the game, but most viewers of any other persuasion will find this adaptation muddled and decidedly unscary.
Read Critics Reviews",https://www.rottentomatoes.com/m/five_nights_at_freddys,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
The Fabulous Four,Comedy,"Now Playing,",N/A,The Fabulous Four: Trailer 1,"1h 38m,",36%,71%,"Critics Consensus
        
These four ladies are indeed fabulous, but they deserve a much more inspired script.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_fabulous_four_2024,Movie,No,No,Yes,Yes,No,No,No,No,No,No,No
Goliath,Crime/,"2016 - Present,",2016,Goliath: Season 4 Trailer,N/A,78%,87%,N/A,https://www.rottentomatoes.com/tv/goliath,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
Suspect,Crime/,"2022 - Present,",2022,Veteran detective Danny Frater is called to a hospital mortuary to identify a corpse only to find that it is his estranged daughter; Danny retraces the final steps his only daughter took prior to her unnatural death.,N/A,67%,57%,N/A,https://www.rottentomatoes.com/tv/suspect,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
Ezra,Comedy/,"Released May 31,",N/A,Ezra: Featurette - Creating the Story of Ezra,"1h 40m,",60%,100%,"Critics Consensus
        
Good performances give Ezra a resonant emotional core even when its script strains credulity, balancing out into a solid family drama.
Read Critics Reviews",https://www.rottentomatoes.com/m/ezra_2024,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Crossing,Drama,"Now Playing,",N/A,Crossing: Trailer 1,"1h 45m,",100%,93%,"Critics Consensus
        
A tender odyssey with Mzia Arabuli's wonderful performance as the audience's guide, Crossing marks another humanist triumph for writer-director Levan Akin.
Read Critics Reviews",https://www.rottentomatoes.com/m/crossing_2024,Movie,No,No,Yes,Yes,No,No,No,No,No,No,No
Johnny Puff: Secret Mission,Kids & Family/,"Released Jul 12,",N/A,"Johnny Depp soars to new heights of adventure with Johnny Puff! When the dastardly Otto von Walrus threatens to plunge the world into icy chaos, it's up to Johnny Puff (Depp) and his feathered friends to put a stop to his frosty plans.","1h 24m,",,100%,N/A,https://www.rottentomatoes.com/m/johnny_puff_secret_mission,Movie,No,No,No,Yes,No,No,No,No,No,No,No
Thelma,Comedy/,"Released Jun 21,",N/A,Thelma: Exclusive Teaser,"1h 37m,",65%,97%,"Critics Consensus
        
A stellar showcase for the talented June Squibb, Thelma avoids cheap laughs as it finds the lighter side of some serious issues.
Read Critics Reviews",https://www.rottentomatoes.com/m/thelma_2024,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
God's Creatures,Mystery & Thriller/,"Released Sep 30, 2022,",2022,God's Creatures: Trailer 1,"1h 40m,",93%,44%,"Critics Consensus
        
Painfully raw yet rewarding, God's Creatures explores the limits of a mother's love with an outstanding Emily Watson leading the way.
Read Critics Reviews",https://www.rottentomatoes.com/m/gods_creatures,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Outer Banks,Drama,"2020 - Present,",2020,Outer Banks: Season 3 Trailer,N/A,74%,59%,N/A,https://www.rottentomatoes.com/tv/outer_banks,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
